"Name","Code","pricegrowth"
"Abba River","50001",0.3043552255257964
"Abbey","50002",0.11562081496231258
"Acton Park (WA)","50003",0.13410320063121617
"Adamsvale","50004",0.910475165816024
"Ajana","50005",0.8539030267857015
"Albany","50006",0.8066120555158705
"Aldersyde","50007",0.4560687525663525
"Alexander Heights","50008",0.3073152049910277
"Alexandra Bridge","50009",0.10106662730686367
"Alfred Cove","50010",0.8816709478851408
"Alkimos","50011",0.41879901802167296
"Allanooka","50012",0.9040397389326245
"Allanson","50013",0.8203958980739117
"Alma (WA)","50014",0.5230489305686206
"Ambania","50015",0.8545903803315014
"Ambergate","50016",0.7997714469674975
"Amelup","50017",0.5901976441964507
"Angelo River","50018",0.35399356624111533
"Anketell","50019",0.11871020984835923
"Anniebrook","50020",0.6736891232430935
"Antonymyre","50021",0.611849351786077
"Applecross","50022",0.044268319150432944
"Ardath","50023",0.4942238493822515
"Ardross","50024",0.8170259685721248
"Argyle (WA)","50025",0.8981061258818954
"Armadale (WA)","50026",0.9911090745590627
"Arrino","50027",0.58554708189331
"Arrowsmith","50028",0.7204012435395271
"Arrowsmith East","50029",0.6527182513382286
"Arthur River (WA)","50030",0.6787900668568909
"Ascot (WA)","50031",0.7009625770151615
"Ashby (WA)","50032",0.0036391622852534056
"Ashendon","50033",0.73871118738316
"Ashfield (WA)","50034",0.6423858352936804
"Attadale","50035",0.9828595786821097
"Atwell","50036",0.46663364372216165
"Aubin Grove","50037",0.9660589965060353
"Augusta","50038",0.4484902056865394
"Australind","50039",0.6846544463187456
"Aveley","50040",0.6477803192101419
"Avon Valley National Park","50041",0.31957439449615777
"Baandee","50042",0.015409475425258279
"Babakin","50043",0.661804573610425
"Badgebup","50045",0.7756473498884588
"Badgerin Rock","50046",0.10706488974392414
"Badgin","50047",0.9740518303588033
"Badgingarra","50048",0.28248443733900785
"Badjaling","50049",0.7772553383838385
"Bailup","50050",0.0935490233823657
"Bakers Hill","50051",0.08318163640797138
"Balbarrup","50052",0.4944142824970186
"Balcatta","50053",0.37388334912247956
"Baldivis","50054",0.5015903394669294
"Balga","50055",0.5152012130711228
"Balingup","50056",0.5726549543906003
"Balkuling","50057",0.6029478523414582
"Balla Balla","50058",0.8722658478654921
"Balladong","50059",0.6935969709884375
"Balladonia","50060",0.9401538386009634
"Ballajura","50061",0.7260367784183472
"Ballaying","50062",0.37392591196112335
"Ballidu","50063",0.3460592955816537
"Bally Bally","50064",0.35305608971975744
"Bambun","50065",0.5880712375510484
"Bandy Creek","50066",0.13933170470409095
"Bandya","50067",0.8089764765463769
"Banjup","50068",0.5172867733053863
"Banksia Grove","50069",0.7156226655934006
"Banksiadale","50070",0.11989459511823952
"Bannister (WA)","50071",0.7526897999923676
"Barbalin","50072",0.5783004511613399
"Barberton","50073",0.9780281751882285
"Barrabup","50074",0.7777324647177011
"Barragup","50075",0.7559234939981252
"Baskerville","50077",0.9298513929825276
"Bassendean (WA)","50078",0.5773626954760402
"Bateman","50079",0.7488901268225163
"Baudin","50080",0.6258329825941473
"Baynton (WA)","50081",0.7641864847391844
"Bayonet Head","50082",0.8331212655175477
"Bayswater (WA)","50083",0.6828883592970669
"Beachlands","50084",0.9093315813224763
"Beacon","50085",0.1571183179039508
"Beaconsfield (WA)","50086",0.07041988847777247
"Beadell","50087",0.45031902869232
"Beaufort River","50088",0.2652453160844743
"Beaumont (WA)","50089",0.6493508908897638
"Beckenham","50090",0.37508010771125555
"Bedford","50091",0.5480452042538673
"Bedfordale","50092",0.3082358278334141
"Beechboro","50093",0.2034045490436256
"Beechina","50094",0.6602119794115424
"Beedelup","50095",0.13822665554471314
"Beela","50096",0.5718947553541511
"Beelerup","50097",0.9826606286223978
"Beeliar","50098",0.8286781122442335
"Beenong","50099",0.7835886748507619
"Beermullah","50100",0.07147044851444662
"Bejoording","50101",0.3981177171226591
"Beldon","50102",0.6263167476281524
"Belhus","50103",0.9199390059802681
"Bellevue (WA)","50104",0.3793708796147257
"Belmont (WA)","50105",0.5793625137303025
"Bencubbin","50106",0.38052000058814883
"Benger","50107",0.21064366167411208
"Benjaberring","50108",0.44882923155091703
"Benjinup","50109",0.9629795316141099
"Bennett Springs","50110",0.6316508711315691
"Bentley (WA)","50111",0.06043715518899262
"Beresford","50112",0.7709315132815391
"Berkshire Valley","50113",0.7788473123218864
"Bertram","50115",0.48974078916944563
"Beverley (WA)","50116",0.15505643235519528
"Bibra Lake","50117",0.021369905211031437
"Bickley","50118",0.1722820345312357
"Bicton","50119",0.05280794925056398
"Biddelia","50120",0.7062554925214499
"Big Grove","50121",0.8100319209042937
"Bilbarin","50122",0.8122329981997609
"Bilingurr","50123",0.49914931529201567
"Bimbijy","50124",0.025031133322045207
"Bindi Bindi","50125",0.3791991916950792
"Bindoon","50126",0.36850381921976805
"Bindoon Training Area","50127",0.3989827681798488
"Binduli","50128",0.23350424715317786
"Binningup","50129",0.5382075603120029
"Binnu","50130",0.4281712509691715
"Birchmont","50131",0.7142818451393396
"Bluff Point","50132",0.2561939381994307
"Blythewood","50133",0.3173288367688656
"Boallia","50134",0.8596868682652712
"Bobalong","50135",0.3681629591155797
"Bodallin","50136",0.6977583349216729
"Boddington","50137",0.5272740696091205
"Boilup","50138",0.05506656249053776
"Bokal","50139",0.9145339264068753
"Bolgart","50140",0.7320491131395102
"Bonnie Rock","50141",0.5631696917116642
"Bonniefield","50142",0.953134776558727
"Boodarie","50143",0.09332193667069077
"Boodarockin","50144",0.99989929725416
"Bookara","50145",0.8222671714611351
"Boonanarring","50146",0.32493861252442
"Boorabbin","50147",0.5664692288264632
"Booragoon","50148",0.17019770969636738
"Booralaming","50149",0.7092493812087923
"Boorara","50150",0.15538826677948236
"Boorara Brook","50151",0.10368181183002889
"Bootenal","50152",0.9379239240661263
"Boothendarra","50153",0.12903535063378513
"Boranup","50154",0.2571293441578746
"Borden","50155",0.6650644666515291
"Borderdale","50156",0.9454429461620748
"Bornholm","50157",0.8604171895422041
"Boscabel","50158",0.9989957143552601
"Boulder","50159",0.31890915473923087
"Boundain","50160",0.973135766107589
"Bouvard","50161",0.15473656565882266
"Bovell","50162",0.6604387734550983
"Bow Bridge","50163",0.41969700274057686
"Bowelling","50164",0.597822877112776
"Bowes","50165",0.038194236578419805
"Bowgada","50166",0.15488549368456006
"Boxwood Hill","50167",0.3453905114438385
"Boya","50168",0.9774246693123132
"Boyanup","50169",0.2712338441051543
"Boyatup","50170",0.8251248414162546
"Boyerine","50171",0.5055112687405199
"Boyup Brook","50172",0.8764475840143859
"Brabham","50173",0.5382289839908481
"Bramley","50174",0.13291768287308514
"Brazier","50175",0.4685170943848789
"Breera","50176",0.7350562447682023
"Bremer Bay","50177",0.9792818953283131
"Brentwood (WA)","50178",0.6542985353153199
"Breton Bay","50179",0.2752994268666953
"Bridgetown","50180",0.8977056560106575
"Brigadoon","50181",0.6843768644612283
"Bringo","50182",0.12606070353649557
"Broadwater (WA)","50183",0.9006351034622639
"Broadwood","50184",0.4678432873915881
"Brockman","50185",0.2281993522774428
"Broke (WA)","50186",0.36924920068122447
"Brookdale (WA)","50187",0.9875709600746632
"Brookhampton","50188",0.22221769811585546
"Brookton","50189",0.5243801039177924
"Broome","50190",0.9283743414562196
"Broomehill East","50191",0.6746138012968004
"Broomehill Village","50192",0.9968145398888737
"Broomehill West","50193",0.4590195738710463
"Brown Hill (WA)","50194",0.9550716420635581
"Brown Range","50195",0.024930403800681233
"Bruce Rock","50196",0.8115137051790953
"Brunswick (WA)","50197",0.8906551811378449
"Buckingham (WA)","50198",0.9680764873046428
"Buckland (WA)","50199",0.1863112475257367
"Bulgarra","50200",0.8425121488980949
"Bull Creek (WA)","50201",0.8883338125888258
"Bullabulling","50202",0.9320036994758993
"Bullaring","50203",0.4428847460076213
"Buller","50204",0.10712588159367442
"Bullfinch","50205",0.5295292136725038
"Bullock Hills","50206",0.9832981156650931
"Bullsbrook","50207",0.46792409126646817
"Bulong","50208",0.989773808280006
"Bulyee","50209",0.7614423555787653
"Bunbury (WA)","50210",0.7942169415764511
"Bundanoon (WA)","50211",0.34786416799761355
"Buniche","50212",0.11606150888837874
"Bunjil","50213",0.3024902131874114
"Buntine","50214",0.9472095996607095
"Burakin","50215",0.6328122084960341
"Buraminya","50216",0.3392020845785737
"Burekup","50217",0.8911174568347633
"Burges","50218",0.8613033834844828
"Burlong","50219",0.8673041274305433
"Burma Road","50220",0.1561122527346015
"Burns Beach","50221",0.7983578606508672
"Burnside (WA)","50222",0.15722044673748314
"Burracoppin","50223",0.3918535173870623
"Burran Rock","50224",0.4093229444697499
"Burrup","50225",0.1904292656108737
"Burswood","50226",0.03369386657141149
"Bushmead","50227",0.9686126648448408
"Busselton","50228",0.47710341727361083
"Butler (WA)","50229",0.030205829069018364
"Byford","50230",0.021490013226866722
"Cable Beach","50231",0.7872902329545468
"Cadoux","50232",0.374678370077163
"Caiguna","50233",0.9073309125378728
"Calingiri","50234",0.7047642685938627
"Calista","50235",0.9546207464300096
"Caljie","50236",0.7826624168083072
"Callcup","50237",0.6190334835555404
"Camballin","50238",0.5339989573694766
"Cambridge Gulf","50239",0.682650308823213
"Camillo","50240",0.3402239663992077
"Cancanning","50241",0.36062486143782735
"Cane","50242",0.15111137134954333
"Canna","50243",0.8488378103356808
"Canning Mills","50244",0.5205020166467875
"Canning Vale","50245",0.9296968241687864
"Cannington","50246",0.7906233395915478
"Cape Arid","50247",0.672339390264824
"Cape Burney","50248",0.016159353079274297
"Cape Le Grand","50249",0.9226536666974425
"Cape Range National Park","50250",0.7729887347668409
"Capel","50251",0.9800075555685908
"Capel River","50252",0.10359459510073066
"Capricorn","50253",0.5066857759375125
"Caraban","50254",0.7764061563648283
"Carabooda","50255",0.8862546242307872
"Carani","50256",0.3839590302668512
"Carbla","50257",0.3980984231457114
"Carbunup River","50258",0.1598361551295966
"Cardiff (WA)","50259",0.47532547428272665
"Cardup","50260",0.30504356720484793
"Carey Park","50261",0.9518488391768187
"Carine","50262",0.3556691496632993
"Carlisle","50263",0.7210135271307081
"Carlotta","50264",0.5829501694533974
"Carmel","50265",0.4999480510596186
"Carnamah","50266",0.7372009365353733
"Carnarvon","50267",0.7735490119084716
"Carrabin","50268",0.08827913948334754
"Carramar (WA)","50269",0.04627096769399941
"Carrolup","50270",0.4959466678556055
"Cartmeticup","50271",0.03613174892961979
"Cascade (WA)","50272",0.6624231562018394
"Castletown","50273",0.4384475958067924
"Casuarina (WA)","50274",0.4238856134470552
"Cataby","50275",0.8611129405908287
"Catterick","50276",0.8609164354857057
"Caversham","50277",0.9648832217790186
"Centennial Park (WA)","50278",0.5317364255897701
"Cervantes","50279",0.3601182783022523
"Chadwick","50280",0.7779312850907445
"Champion Lakes","50281",0.36828514328226447
"Chandler (WA)","50282",0.6840229707304388
"Changerup","50283",0.013290022732689977
"Channybearup","50284",0.4818138279952109
"Chapman Hill","50285",0.5330281353089958
"Charley Creek","50286",0.3598761430475861
"Cherry Tree Pool","50287",0.2881223817821592
"Cheynes","50288",0.035078083630651236
"Chichester (WA)","50289",0.08981636445969343
"Chidlow","50290",0.44271203107200563
"Chittering","50291",0.9502328874077648
"Chowerup","50292",0.6442596467677504
"Churchlands","50293",0.648623533314094
"City Beach","50294",0.9537316015921533
"Clackline","50295",0.34749149926938117
"Claremont (WA)","50296",0.8343182555399835
"Clarkson","50297",0.9081655491609126
"Cleary","50298",0.9653832660987973
"Cleaverville","50299",0.0977843482978642
"Clifton (WA)","50300",0.25921711046248674
"Cloverdale","50301",0.5111572446767241
"Coblinine","50302",0.7680339268408716
"Coburn","50303",0.9942306205630302
"Cockburn Central","50304",0.18387701269239187
"Cocklebiddy","50305",0.907493504229933
"Codjatotine","50306",0.3085950168315321
"Cold Harbour","50307",0.4487772984430194
"Collanilling","50308",0.8596989125944674
"College Grove","50309",0.6278928981628269
"Collie (WA)","50310",0.08396500837989151
"Collie Burn","50311",0.08785005589015782
"Collingwood Heights","50312",0.6358245639130473
"Collingwood Park (WA)","50313",0.909414857858792
"Collins","50314",0.03562226099893451
"Commodine","50315",0.4653214388526976
"Como (WA)","50316",0.5792129172477871
"Condingup","50317",0.4250662396661937
"Connolly","50318",0.40275290375575423
"Contine","50319",0.6628907413687557
"Coodanup","50320",0.6087500625289977
"Coogee (WA)","50321",0.4894042513333261
"Cookernup","50322",0.31000191858038306
"Cooladar Hill","50323",0.2818890935741365
"Coolbellup","50324",0.7824588371440768
"Coolbinia","50325",0.5982503641862422
"Coolcalalaya","50326",0.8452153950929642
"Coolgardie (WA)","50327",0.15326844132505357
"Cooljarloo","50328",0.0537273392546922
"Cooloongup","50329",0.8183037023991346
"Coolup","50330",0.854397599119693
"Coomalbidgup","50331",0.7785111761186272
"Coomberdale","50332",0.6633578757755458
"Coonabidgee","50333",0.552974593359977
"Coondle","50334",0.6459044262301177
"Coorow","50335",0.8321807133033872
"Cooya Pooya","50336",0.5392865845933557
"Copley (WA)","50337",0.9602185988333076
"Coral Bay","50338",0.12089973036199808
"Corinthia","50339",0.3654935769736767
"Corrigin","50340",0.606934213778004
"Cosmo Newbery","50341",0.578840967034921
"Cossack (WA)","50342",0.5684164087288082
"Cottesloe","50343",0.4467443930916488
"Courtenay","50344",0.736228545429185
"Cowalellup","50345",0.20751691749319434
"Cowalla","50346",0.45201058057136834
"Cowaramup","50347",0.6170717487111688
"Cowcowing","50348",0.9729831253644079
"Coyrecup","50349",0.6051098152529448
"Craigie (WA)","50350",0.5647854511626065
"Cramphorne","50351",0.9520138825755566
"Cranbrook (WA)","50352",0.6552132642827928
"Crawley","50353",0.7939747483469546
"Crooked Brook","50354",0.5808818344958127
"Crossman","50355",0.16727384529076517
"Crowea","50356",0.2476897758897394
"Cuballing","50357",0.7042544139549136
"Cubbine","50358",0.30590590997599065
"Cue","50359",0.7656765840947628
"Culham","50360",0.8772216823417693
"Cullacabardee","50361",0.09140092274174094
"Cullalla","50362",0.6212197858840227
"Cundeelee","50363",0.13031219923868775
"Cunderdin","50364",0.17612142371945083
"Cundinup","50365",0.9065176106523722
"Cunjardine","50366",0.9391814565751702
"Currambine","50367",0.028791334480047226
"Cuthbert","50368",0.21884398628026247
"Daadenning Creek","50369",0.3661322044208646
"Daggar Hills","50370",0.8378720958717167
"Daglish","50371",0.8649836922995746
"Dale","50372",0.282746885670349
"Daliak","50373",0.10058321920223534
"Dalkeith","50374",0.8994322104845196
"Dalwallinu","50375",0.3414566139690578
"Dalyellup","50376",0.8299240712076426
"Dalyup","50377",0.04696541209705174
"Dampier","50378",0.16612576507031918
"Dampier Peninsula","50380",0.5887115213554353
"Dandanning","50381",0.8534103618003428
"Dandaragan","50382",0.36710296757519245
"Dangin","50383",0.1770001247059554
"Darch","50384",0.5255884423386306
"Dardadine","50385",0.21510688355192542
"Dardanup","50386",0.5460344122257084
"Dardanup West","50387",0.07408726122230291
"Darkan","50388",0.6685006238985807
"Darling Downs","50389",0.26049080514349043
"Darlington (WA)","50390",0.6441439220216125
"Darradup","50391",0.6567163078580052
"Dartmoor (WA)","50392",0.21610597963444889
"Dartnall","50393",0.19432081608101726
"Datatine","50394",0.6937002951744944
"Davenport (WA)","50395",0.7982215716037899
"Dawesville","50396",0.035580910043790936
"Dayton","50397",0.9797404981218278
"De Grey","50398",0.13573034899309278
"Deanmill","50399",0.66377420630306
"Deepdale","50400",0.7697066150140017
"Deepdene (WA)","50401",0.8849369217641652
"Denbarker","50402",0.7480956558138132
"Denham","50403",0.5054595649708062
"Denmark","50404",0.8452353249303997
"Derby (WA)","50405",0.4924219469539821
"Devils Creek","50406",0.3319408823736012
"Dewars Pool","50407",0.8073417614214122
"Diamond Tree","50408",0.9232364462222904
"Dianella","50409",0.9047308785375208
"Dindiloa","50410",0.4003192812670022
"Dingup","50411",0.33023540023714304
"Dinninup","50412",0.13459940743632615
"Dixvale","50414",0.8005161178298295
"Djugun","50415",0.7199991284869611
"Dongara","50416",0.968987830914557
"Dongolocking","50417",0.2379795836750418
"Donnelly River","50418",0.5851611553225666
"Donnybrook (WA)","50419",0.6679035006090999
"Doodenanning","50420",0.1863865158520639
"Doodlakine","50421",0.6198071260005236
"Doubleview","50423",0.4272602826822549
"Dowerin","50424",0.223415101878345
"Drome","50425",0.4390125728677958
"Drummond Cove","50426",0.726010006852448
"Dryandra","50427",0.5734818850178272
"Drysdale River","50428",0.2630202735308558
"Dudawa","50429",0.7756263555493206
"Dudinin","50430",0.6720709551591426
"Dudley Park (WA)","50431",0.11145690246485174
"Dukin","50432",0.33367366227321327
"Dulbelling","50433",0.04469015309587121
"Dulyalbin","50434",0.19291731785051525
"Dumbarton","50435",0.7923251814208925
"Dumberning","50436",0.2124581946991384
"Dumbleyung","50437",0.5164995165541768
"Duncraig","50438",0.32006770302541554
"Dundas (WA)","50439",0.4284309532959014
"Dunn Rock","50440",0.9310733855236322
"Dunsborough","50441",0.24225214798934758
"Durack (WA)","50442",0.07738199271261692
"Duranillin","50443",0.05044379713945091
"Durawah","50444",0.13989675673656166
"Dwarda","50445",0.986019799252972
"Dwellingup","50446",0.29228345467709005
"Eagle Bay","50447",0.9449245855212212
"East Augusta","50448",0.21851999685168266
"East Ballidu","50449",0.15696437703445554
"East Beverley","50450",0.4732896799687296
"East Bowes","50451",0.9993987197522074
"East Bunbury","50452",0.3600711855106056
"East Cannington","50453",0.5163989330176264
"East Carnarvon","50454",0.6046076554339379
"East Chapman","50455",0.1276884509716183
"East Damboring","50456",0.7523457617498934
"East Fremantle","50457",0.285694359568879
"East Lyons River","50458",0.6557006181683391
"East Munglinup","50459",0.9904104215092957
"East Murchison","50460",0.7761181441601366
"East Nabawa","50461",0.498857035767287
"East Nannup","50462",0.9737682014238089
"East Newdegate","50463",0.6879002696368843
"East Perth","50464",0.6502573876641691
"East Pingelly","50465",0.8049694932997227
"East Popanyinning","50466",0.2941339244134724
"East Rockingham","50467",0.10734947747550905
"East Victoria Park","50468",0.36569734942168
"East Wickepin","50469",0.17430859291926026
"East Yuna","50470",0.2689780122600496
"Eastbrook","50471",0.5269258534535766
"Eaton (WA)","50472",0.9121860070154071
"Eden Hill","50473",0.23797801230102777
"Edgewater","50474",0.2299275400582701
"Eganu","50475",0.4975870712660253
"Eglinton (WA)","50476",0.5326791000552475
"Eighty Mile Beach","50477",0.9913261760957539
"Elabbin","50478",0.6251257474068552
"Elachbutting","50479",0.34609446628019214
"Elgin (WA)","50480",0.09239505603909492
"Elleker","50481",0.6704890173859894
"Ellenbrook","50482",0.00613885628990829
"Ellendale (WA)","50483",0.2551672866102308
"Embleton","50484",0.26642502727918327
"Emu Flat (WA)","50485",0.6516395795624703
"Emu Point","50486",0.03636762988753617
"Eneabba","50487",0.6323631147388369
"Ennuin","50488",0.1633317277301103
"Eradu","50489",0.9231869643554091
"Eradu South","50490",0.17967354971915483
"Erskine (WA)","50491",0.08517733472399414
"Esperance","50492",0.1607286250218749
"Etmilyn","50493",0.4345052868593484
"Eucla","50494",0.2483823283109814
"Eurardy","50495",0.05388911324553192
"Ewlyamartup","50496",0.43814555648714304
"Exmouth","50497",0.9851240841671824
"Exmouth Gulf","50498",0.3638802811037749
"Fairbridge","50499",0.8335466834250838
"Falcon","50500",0.2784623948391527
"Ferguson (WA)","50501",0.6640129198785871
"Ferndale (WA)","50502",0.8518283409066498
"Feysville","50503",0.9945067220833153
"Fimiston","50504",0.7445748718455434
"Finucane","50505",0.07648286852054298
"Fitzgerald (WA)","50506",0.49113027658313513
"Fitzgerald River National Park","50507",0.2701210416853428
"Fitzroy Crossing","50508",0.9744914476759732
"Flint","50509",0.9064299280289561
"Floreat","50510",0.701742785051465
"Flynn (WA)","50511",0.45563895138911903
"Forest Grove (WA)","50512",0.29677958507090807
"Forest Hill (WA)","50513",0.4971659379079938
"Forrest (WA)","50514",0.1152660755906254
"Forrest Beach (WA)","50515",0.20973036740906537
"Forrestania","50516",0.4132256251759827
"Forrestdale","50517",0.6976769373286515
"Forrestfield","50518",0.7435410164762288
"Fortescue (WA)","50519",0.5018354523926973
"Frankland River","50520",0.9931547264568508
"Fraser Range","50521",0.3762967500369996
"Fremantle","50522",0.40851595159620047
"Furnissdale","50523",0.9457885883748531
"Gabalong","50524",0.0037974566221237183
"Gabbadah","50525",0.8257638090290129
"Gabbin","50526",0.5020571192726493
"Gairdner","50527",0.7048470878507942
"Gap Ridge","50528",0.5681922908406705
"Gascoyne Junction","50530",0.7827603402547538
"Gascoyne River","50531",0.9229131569154561
"Geegully Creek","50532",0.3846338128205389
"Gelorup","50533",0.7310042441822588
"Geographe","50534",0.9174266022164375
"Georgina (WA)","50535",0.42647439637221396
"Geraldton","50536",0.6941115139052272
"Ghooli","50537",0.22092861286364496
"Gibb","50538",0.2588852816261351
"Gibson","50539",0.8136379029601812
"Gibson Desert North","50540",0.8361068842932582
"Gibson Desert South","50541",0.07631049980409443
"Gidgegannup","50542",0.10689491429366171
"Gilgering","50543",0.5085542143788189
"Gillimanning","50544",0.044137289049103856
"Gillingarra","50545",0.6519012053031474
"Gilroyd","50546",0.9673881162889302
"Gingerah","50547",0.9135420662350953
"Gingin","50548",0.41648599226027727
"Ginginup","50549",0.7633081781677902
"Girrawheen","50550",0.38945571798831224
"Gledhow","50551",0.13908653473481536
"Glen Forrest","50552",0.5772379890549928
"Glen Iris (WA)","50553",0.3856709704268724
"Glen Mervyn","50554",0.19721956714056432
"Glencoe (WA)","50555",0.8068163634743541
"Glendalough","50556",0.6149149911943823
"Glenfield (WA)","50557",0.1744154249317944
"Glenlynn","50558",0.8288907706737518
"Glenoran","50559",0.14927660790272057
"Glentromie","50560",0.053696779534220695
"Gnangara","50561",0.20647994498722255
"Gnarabup","50562",0.2398751142900437
"Gnoorea","50563",0.4422968460712582
"Gnowangerup","50564",0.1866544564254582
"Gnowellen","50565",0.4750415072776377
"Golden Bay","50566",0.7683914448134601
"Goode Beach","50567",0.6424653802532703
"Goodlands","50568",0.04320849967189133
"Goomalling","50569",0.6867142654955387
"Goomarin","50570",0.9697484080679715
"Gooseberry Hill","50571",0.9736607796512544
"Gorge Rock","50572",0.40107347164303064
"Gorrie","50573",0.27855059038847685
